Unnamed: 0,date,sol,humi,temp,prec,sun,snow,temp_s,prec_s,sun_s,snow_s,Broc
196,2022/7/16,0.0,96,22.975,13.75,0.0,0.0,0.5717298313014637,10.5,0.0,0.0,1300
197,2022/7/17,0.0,85,25.4125,10.8125,4.0125,0.0,0.6233728819895845,15.791488015700104,0.9518895681747962,0.0,1300
198,2022/7/18,0.0,76,27.15,0.0,6.2875000000000005,0.0,0.6819090848492926,0.0,0.5904182839309773,0.0,1300
199,2022/7/19,0.0,89,26.125,0.625,0.0125,0.0,0.8728545125048042,0.649519052838329,0.0330718913883073,0.0,1300
200,2022/7/20,0.0,66,28.0375,0.0,6.612500000000001,0.0,0.9642840608451436,0.0,1.8870860473226967,0.0,1300
201,2022/7/21,0.0,76,27.1625,0.875,4.125,0.0,0.7857122564908858,2.315032397181517,0.9243240773668076,0.0,1300
202,2022/7/22,0.0,77,27.6375,1.625,3.5,0.0,0.7967708265241644,0.960143218483576,0.9924716620639604,0.0,1300
203,2022/7/23,0.0,70,29.137500000000003,0.0625,9.4375,0.0,0.6223694642252302,0.1653594569415369,1.4334726192013572,0.0,1300
204,2022/7/24,0.0,69,28.05,0.0,5.775000000000001,0.0,0.9354143466934852,0.0,2.0048378986840807,0.0,1300
205,2022/7/25,0.0,72,28.975,0.0,11.05,0.0,0.7119515432949073,0.0,1.3964240043768943,0.0,1300
206,2022/7/26,0.0,89,27.4375,3.1875,0.25,0.0,0.5786568499551358,4.307968633822674,0.3605551275463989,0.0,1300
207,2022/7/27,0.0,75,29.375,2.5625,6.9,0.0,0.6703543838895963,3.6438089617871023,1.7478558292948534,0.0,1300
208,2022/7/28,0.0,79,27.775,24.75,5.8875,0.0,0.8073877630977568,29.88205983529248,1.788461279983439,0.0,1300
209,2022/7/29,0.0,75,28.6125,0.0,11.475,0.0,0.6193494570918745,0.0,0.8166241485530535,0.0,1300
210,2022/7/30,0.0,76,29.0125,0.875,8.85,0.0,1.0948030644823747,2.132340263653997,1.5716233645501714,0.0,1300
211,2022/7/31,0.0,72,30.25,7.625,7.125,0.0,0.7566372975210779,18.18438547215715,1.3845125496000388,0.0,1300
